PUBCHEM_SID	1UA2	3RGF	3BLR	2YEX	3NR9	2I1M	3BHY	4YLK	3HNG	4RT7	2DQ7	4TND	1Q41	4IVA	4HVD	3VO3	3MPM	3S95	3VVH	1S9I	4OBO	2QD9	4L7F	3E7O	3PLS	2XNM	4PMM	4AT5	4YMJ	2X4Z	5GRN	3R04	5EZV	5BX6	1XJD	4I4E	2X2M	3V8S	4NW6	5G1X	4IM0	3F66	4HCU	2RKU	4GV1	2JDO	4B6L	3POZ	3PP0	4K33	1T46	4X7Q	5H2U	4GIH	4WOT	3HDM	5UYJ	3OY1	4BKY	3ZBF	4U8Z	2WEL	2V7O	4F9C	4GCJ	2YCF	2CMW	2C47	4HGS	2NRU	4QTE	2HW7	2Y7J	4CRS	3KN5	3WF7	4MXO	4KWP	3FXZ	5LI9	4USF	4TWC	5JZN	5NKF	3BBT	1CM8	4EYJ	3FHR	5MY8	5HES	5L0N	5JIX	5U6B	5EBZ	4E93	5EAK	3FZT	4FYO	4KIK	1X8B	4XV2	3SXS	4CLJ	4RFZ	2VZ6	4AU8	5HU9	3EQR	3Q4U
103905254				5.1	5.1	5.6		5.2		5.6			5.4			5.1	5.6	5			5.7		5.5	6.3		5	5.6	5.3		5.3		5		5.1				5	5.1			5.5		5.1	5.1	5.1	5.1	5.7		5.7			5.6	5.7	5.1	5				5.7	5.1	5.2	5.2		5.1		5.2	5.1	5.2		5.1	5	5.3	5.1	5.7	5.2	5.7	5.2	5	5.3	5	6.8	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7		5.7		5.7	5.1	5.8									5			
103905265				5.1	5.1			5.2					6.3								5					5				5.3		5		5.2				5.1	5.2					5.1	5.1	5.1	5.1		6.1						5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.4	5	5.1	5		5.1		5.7		5.2	5		5	5.1	5			5.2	5.1	5	5.1	5.1						5.1										5			
103905289				5.1	5.1													5			5					5						5						5						5.1												5					5.1				5.1					5	5.1	5						6.1	5		5		5					5	5.1	5.1																5			
103905292				5.1	5.1			5.2					5.2			5.1	5.6	5			5		5.5	5.4		5		5.3		5.3		5		5.1				5	5.1			5.5		5.1	5.1	5.1	5.1								5.1	5					5.1	5.2	5.2		5.1		6.6	5.1	5.2	5	5.1	5	5.3	5.1		5.2		5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.4	5.1						5.1										5			
103905293				5.1	5.1											5.1		5			5					5						6.1		5.1				5						5.1	5.1	5.1	5.1								5.1	5					5.1				5.1					5	5.1	5		5.1					5		5	5.1	5				5.1	5	5.1	5.1						5.1										5			
103905294				5.1	5.1			5.2					5.2				5.6				5			6.1		5		5.3		5.3		5		5.1				6.3	5.1			5.5		5.1	5.1	5.1	5.1								6.6	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5	5.3	5.1		5.2		5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1						5.1										5			
103905298				5.1	5.1			6		5.6			6.1			5.1		5			5.9		5.5	5.4		5.7	6	5.3		5.3		6.1	6.5	5.1				5	5.9			5.5		5.1	5.4	5.4	6.5					6.4			5.1	5			6		5.1	5.2	5.2		5.8	6	5.3	5.2	5.9	5	5.1	5.5	5.4	5.1	5.7	5.2		5.9	5.2	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	6.3	5.1						5.6										5.2			
103905299				5.1	5.1			5.5					5.3			5.1		5.6			5		5.5	5.4		5.1		5.3		5.3		5.8	5.2	5.1				5	5.1	5.4		5.5		6.5	5.1	5.1	6.3								5.1	5					5.1	5.2	5.2		5.1	5.3	5.2	5.1	5.2	5.1	5.1	5	5.3	5.1		5.3	5.4	6.5	5	5.3	5	5.2	5	5.5	5.4	5.2	5.1	5	5.1	5.1			6.1	5.4		5.1	5.9		5.5							5			
103905301				5.1	5.1			5.7					5.8			5.1		5			5					5				5.3		6		5.1				5	5.1					6.1	5.1	5.1	6.2								5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5.5		5.1		5.2		6.3	5		5	5.3	5			5.2	5.1	5	5.7	5.1						5.2										5			
103905320				5.1	5.1			5.6					6			5.1		5			6			5.4		5		5.3		5.3		5.6	6.2	5.1				5	5.2					5.1	5.1	5.2	6.1								5.1	5					5.1	5.2	5.2	6.1	5.3		5.5	5.5	5.8	5	5.1	5.5	5.5	5.1		5.2		5.9	5.2	5.3	5.4	5.1	5		5.4	5.2	5.1	5	6.5	5.4						5.2										5.1			
103905375				5.1	5.1			5.2		5.7			5.2								5.6			5.4		5		5.3		5.3		5		5.1				5	5.1					5.1	5.1	5.1	5.1								5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5.4	5.1	5	5.3	5.1		5.2		5.2	5	5.3	5	5.1	5		5.4	5.2	5.1	5	5.1	5.2						5.1		6.4								5			
103905380				5.1	5.1											5.1		5			5											5						5						5.1	5.1											5					5.1				5.1					5	5.1	5		5.1					5.1		5		5					5.4	5.1	5.1																5.1			
103905392				5.1	5.1			5.2					5.5								5					5				5.3		5		5.1				5	5.1	6.3				5.1	5.1	5.1	5.6								5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5		5.1		5.2		5.2	5		5	5.1	5			5.2	5.1	5	5.3	5.1						5.4										5			
103905404				5.1	5.1			5.2					5.2	6.4		5.1		5			5			5.4		5		5.3		5.3		5		5.1				5	5.1					5.1	5.1	5.1	5.1								5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5	5.3	5.1		5.2		5.2	5	5.3	5	5.1	5			5.2	5.1	5	5.1	5.1						5.1										5			
103905415				5.1	5.1	5.6		5.6		5.6			5.2		5.8	5.1	5.6	5			5.8		5.5	5.4		5	5.6	5.3		5.3		6.6	5.2	5.1		5.8		5	5.1	5.4		5.5	5.8	5.1	5.1	5.1	5.1	5.7		5.7		6.5	5.6	5.7	5.1	5			5.8	5.7	5.1	5.2	5.2			5.3	5.2	5.1	5.2	5	5.1	5	5.3	5.1	5.7	5.2	5.3	6.8	5		5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8	5.7	5.4	5.7	5.1	5.8	5.8	5.5				6.1			5			
103905436				5.1	5.1			5.2					6.3			5.1					5					5				5.3		5		5.1				5	5.1					5.1	5.1	5.1	5.1								5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5		5.1		5.2		5.2	5		5	5.1	5			5.2	5.1	5	5.1	5.1						5.1										5			
103905445				5.1	5.1			5.2					5.2			5.1					6.3					5				5.3		5		5.1				5	5.1					5.1	5.1	5.1	5.1	5.8							5.1	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5		5.1		5.2		5.2	5		5	6.1	5			5.2	5.1	5	5.1	5.1						5.1										5			
103905451				5.1	5.1																6.1					5						5		5.1				5						5.1	5.1	5.1	5.1							6.1	5.1	5					5.1				5.1					5	5.1	5		5.1					5		5	5.1	5				5.1	5	5.2	5.1						5.1										5			
103905459				5.1	5.1			6.2		5.7			5.5			5.1					5.4		6.2	6		5		5.3		5.3		6.1		5.1				5	5.1					5.1	5.1	5.1									5.1	5					5.1	5.2	5.2		6.1		5.2	5.1	5.2	5.5	5.1	5	5.3	5.1		5.7		6.4	5	5.3	5	5.2	5		5.4	5.2	5.1	5	5.1	5.1											5.1					5			
103905465				5.1	5.1			5.2					5.4			5.1		5			5			5.4		5		5.3	6.5	5.3		5		5.1				5	5.1					5.1	5.1	5.1	5.1								5.2	5					5.1	5.2	5.2		5.1		5.2	5.1	5.2	5	5.1	5.3	5.3	5.1	5.9			5.2	5	5.3	5	5.1	5		5.4	5.2	5.1	5	5.1	5.1						5.1							5.9			5			
103905479				5.1	5.1			5.2					5.2	6		5.1					5					5						5		5.1				5	5.1					5.1	5.1	5.1	5.1					6.1			5.1	5					5.1	5.4	5.5		5.1			5.1		5	5.1	5		5.1		5.2			5	5.5	5	5.1	5			5.2	5.1	5	5.1	5.1																5			
103905483				5.2	5.1			5.2					5.2			5.1		5			5.9					5				5.3		5.2	5.3	5.1				5	6					5.9	5.8	5.6	5.9								5.1	5			5.8		5.1	5.4	5.2		6	5.3	5.2	5.1	5.8	5	5.1	5	5.6	5.1		5.2	5.3	5.2	5		5.8	5.1	5.1			5.2	5.1	5	5.9	5.5						5.5		6.3	5.8							5			
103905545				5.1	5.1	6.2		5.2					5.2			5.1		5			5.8		6	5.6		5						5.5		5.1				5	5.1					5.1	5.1	5.1	5.1								5.1	5					5.1		5.2		5.1			5.1		5	5.1	5		5.1		5.2			5		5	5.1	5	5.1		5.2	5.1	5	5.1	5.1						5.1										5			
103905591				5.1	5.1	5.6		6.5		6.2			5.6			5.1	5.6				5		5.5	5.4		5	5.6	5.3		5.3		5	5.8	5.1				5	5.1			5.5		5.1	5.1	5.1		5.7		5.7				5.7	5.1	5			5.8		5.1	5.2	5.2		5.1	5.8	5.2	5.1	5.2	5	5.1	5	5.3	5.1		5.8	5.7	5.2	5	5.3	5	5.1	5	5.5	5.4	5.2	5.1	5	5.1	5.1	5.7	5.8			5.7			5.8					5.2			5			
103905637					5.1			5.5																																												5.9																																																									
103905644				5.1	5.1			5.2					5.2			5.1					5					5						5.8		5.1				5	5.1					5.1	5.1	5.1	5.1					6.2			5.1	5					5.1		5.2		5.1			5.1		5	5.1	5		5.1		5.2			5		5	5.1	5			5.2	5.1	5	5.1	5.1																5			
103905681				5.1	5.1			5.4					5.2			5.1		5			5			5.4		5		5.3		5.3		5.2	5.2	5.1				5	5.1	5.4				5.1	5.1	5.1	5.1								5.1	5					5.1	5.2	5.2		5.1	5.3	5.2	5.1	5.2	5	5.1	5	5.3	5.1		5.2	5.3	5.2	5		5	5.1	5		5.4	5.2	5.2	5	5.1	5.1				5.4		5.1										5			
103905452	4.1				4.4			4.4				4.1			4			4.2				4.1								4																																																																											4.1				4.1
103905461		5.7	4.2		4.3	5.4		4.1								4																		4.3	4		4.1			4.3																																																																		6.2			4.8
103905462	4.3	4.5	4.4	4.9	4.3	5		4.8	4.1			4.7				4		5.4	4		4					4.2			4.3		4.2		4.3	4.3	4	4.1	4.5			4.8		4.2																																																														4.3	4.2	4.8	4.2	4.6	4.4
103904576	4.1	4.1	4.5	4.2	4.1	4.3		4.9	4.1	4.2		4.1	4.1	4.3	4	4.3		4.2	4.2	4.1		4.1		4.1	4.3	4.2	4.2	4.1	4.2	4	4.3		4.2	4.6	4.3		4.2	4.1	4.1	4.5	4.2	4.3																																																															4.1	5.7	4.3	4.1	4.1
103904577	4.1	4.1		4.1	4.1			4.7				4.1	4.1					4.2	4.2	4.1		4.1		4.1	4.1	4.2		4.1	4.2	4		4.3	4.2					4.7	4.1		4.2			4.1	4.1	4.1	4.1																																																										4.1	4.2		4.1	4.1
103904201				6.8		6.7			6.4	6.6			8.1	7.2	7.5	6.5																7		7.2			6.5					5.7	5.8	5.8	6	5.5	5.1	6.2	5.8	5.7	6	5.8	6.1	7	8.4									8.5	7.8					6.2																																	5.5						
103904205				5.1		7			6.4	7.4			7.5	6.9	6.8	6.2					8.4											6.3		7.3			5.9					5.5	6.3	5.1	5.1	5.1	5.1	5.7	5.8	5.7	5.9	5.8	5.6	6.5										9						7.3		7.6																															6						
103904236													7.4																			6.6		7.4																					7.7									8.1	7.5					6.7																																	5.3						
103904237													6.9								7.7											5		6.7																					8.2									8.1	8.4					6.5		7.1																																					
103904238													7.9								7.7											6.3		7.2																														8.9	8.3					6.7		8																																					
103904241													6.8								7.4											5.4		5.7																					6.6									7.9	6.3					7.2																																							
103904242													5.7								8.5											5.1		5.6																					6.5									7.2	5.9					5.6																																							
103904243													7																			6.1		6.4																					7.9									9.1	7					6.2																																							
103904244													6.9								7.8											5.9		7.9																														7.7						7.8		7.6																																					
103904245													7.3								7.8											6.8		6																					7.7									8.2	6.7					6		7.2																																					
103904246													8.1																			6.9		6.8																					7.9									8.6	7.4					6.3		6.8																																					
103904247													7								7.5											5.9		6																					6.9									7.9	6.2					5.1		6																																					
103904248													6								7.7											5.9		6.3																					7.4									8	5.7					5.6																																							
103904249													6.5																			6		6.5																					7.8									8.7	6.6					5.6																																							
103904250													6.6								8											6.1		6.6																					8.1									8.7	6.8					6.1																																							
103904251													7.6								8.4											6.3		6.8																					7.5									8.9	6.7					5																																							
103904256													6.7								8.4											5.8		6.8																					7.7									8.6	6.5					5.9																																							
103904257													7								8.5											6.3		6.6																					7.8									9.1	6.9					5.3																																							
103904259	6.8		6.7										6.9																			6.1		6.8																					8.3									8.7	6.6					5.4																																							
103904261	7.1		6.8										7.5																			6.4		7.5																					8									9.2	7					5.8																																							
103904264																																																																																																													
103904265																																																																7.1																																							5.4						
103904266																																																																6.5																																							5.5						
103904267	5.6		5.6																																																													7																																													
103904268																											5.6																																					7																																													
103904298						8.4			9.6	8.6	6.5					8.7	6.9																																		8.8																										6.4																														6.3		
103904299						9.2			10.3	9.4	7					8.9	6.5																																		9.5																										6.6																														6.2		
103904301						8.9			9.6	9.1	6.3					8.1	6.2																																		9																										6.3																														6.3		
103904305						9.5			9.1	9.8	6.1					8.5	7.3																																		9.8																										5.7																														6.5		
103904306						8.8			9.7	9	6.7					9.5	6.8																																		9.1																										6.5																														7.1		
103904311						8.6			9.5	8.8	6.3					9.2	6.5																																		9.1																										6.1																														6.7		
103904312						8.4			9	8.6	6.1					8.9	6.8																																		8.8																										5.9																														6.7		
103904344																																								7.3																																																															6.4						
103904345																																								8.1																																																															7.6						
103904372						9			10.1	9	6.6					8.8	6.4																																		9.1																										6.5																														6.2		
103904373						9.1			9.8	9.3	6.9					8.7	7.1																																		9.3																										6.4																														6.2		
103904374						8.8			9.9	9	6.3					8.1	6.3																																		9																										6																														6.2		
103904375						8.9			10	8.8	6.5					8.8	6																																		9.1																										6.1																														6.2		
103904376						9.5			11.1	10	7.1					9.6	7.4																																		9.7																										6.6																														6.2		
103904378						9.5			11.1	10	7.1					9.6	7.4																																		9.7																																																								6.2		
103904380			5.4																																										4.3	4.3																																																															
103904382						8.7			8.6	8.6	6.1					7.5	5.8																																		9.1																										5.7																														6.2		
103904385						8.7																																													9																																																								6.2		
103904386			4.2	4.1		4.2		4.1		5.5						4																4.1		4.3	4					4.2				4.1	4.1	4.1	4.1																																																														
103904387																																								6.8																																																																					
103904388																																								7.1																																																																					
103904389																																								5.9																																																																					
103904390																																																																																																							6.8						
103904391																																																																																																							6.8						
103904392									9.6																																																																																																				
103904393																																								6.9																																																																					
103904394																																								7.1																																																																					
103904395																																								6.6																																																																					
103904396																																								7.2																																																																					
103904397			5.4	4.3		4.2		4.1								4																4.2			4					4.4				4.3			4.3																																																														
103904398																																								7.4																																																																					
103904399																																								6.9																																																																					
103904400																																								7.4																																																																					
103904401																																								7																																																																					
103904407						5.6		5.8	5.4		6.7		5.4	5.6		6.7	7.4				5.3									5.3			5.5	5.9		5.2	6	5.4	5.5			5.6								5.5										5.5	5.5													5.3																								5.9					5.5	5.7			5.9		5.4
103904408						6.3		5.8	5.9		5.8		5.8	5.6		5.8	6.6				5.5									5.5			5.5	5.9		5.5	6.2	5.4	5.5			6.4								5.5										5.8	7.3													5.3																								5.7					5.5	5.5			5.7		5.4
103904409											5.2					5.7	6.3				5.9															5.2																																						5.3																														5.2			6.3		
103904412																																																																																																							5.5						
103904415																																																																																																				6.9			6.3						
103904416																																																																																																				7.1			6.7						
103904421																																				5.8																																																																									
103904426						6.8		5.8	7.4		6.1		5.4	5.6		7.7	7.1				6.8									5.3			5.5	5.9		5.7	7.9	5.4	5.5			5.6								6										5.5	7													5.3																								5.7					5.5	5.2			5.6		5.4
103904427						6.2		5.8	5.4		5.2		5.4	5.6		6.9	5.2				5.3									5.3			5.5	5.9		5.2	5.5	5.4	5.5			5.6								6.1										5.5	6.6													5.3																								5.7					5.5	5.2			5.6		5.4
103904428						6.9		5.8	6.5		5.2		5.4	5.6		7.3	6				5.8									5.3			5.5	5.9		5.2	7.2	5.4	5.5			5.6								5.5										5.5	6.3													5.3																								5.7					5.5	5.2			5.6		5.4
103904429						7.1		5.8	6.7		5.2		5.4	5.6		7.6	5.2				5.3									5.3			5.5	5.9		5.2	6.7	5.4	5.5			5.6								5.5										5.5	6.8													5.3																								5.7					5.5	5.2			5.6		5.4
103904430						5.9		5.8	6.1		5.2		5.4	5.6		7.2	6.1				5.3									5.3			5.5	5.9		5.3	6.9	5.4	5.5			5.6								5.5										5.5	7													5.3																								5.7					5.5	5.2			5.6		5.4
103904431						5.9		5.8	5.9		5.6		5.4	5.6		5.7	6.7				5.5									5.3			5.5	5.9		5.4	7.5	5.5	5.5			6.3								5.5										6.5	6.6													5.3																								5.8					5.5	5.2			5.6		5.4
103904432						6.2					5.2					6.3	5.2				5.3															5.5																																																																				5.2					
103904433								6.4			5.2						5.9				5.8									5.3						5.2	6.2																																					5.3																														5.2					
103904434						5.6		5.8	5.4		5.2		5.4	5.6		6.4	5.9				5.3									5.3			5.5	5.9		5.7	5.5	5.4	5.5			5.6								5.5										5.5	6.6													5.3																								5.8					5.5	5.2			5.6		5.4
103904435																6.1	5.4																																																																																												
103904436																																																																																																							6.5						
103904437																																																																																																				5.5			7						
103904438																																																																																																				6.7			5.6						
103904439																																																																6.6																																													
103904440																																				6.2																																																																									
103904445						9.2			9.8	9.8	6.2					8.3	6.7																																		9.6																										6.2																														6.5		
103904446						8.7			9.2	9	6.4					8.5	7										5.9																								9.1																										6.3																														6.3		
103904447						8.7			9.2	9	6.4					8.5	7										5.9																								9.1																																																								6.3		
103904453																											5																																																																																		
103904454													5																			4.7								4.8																									4.7																																												
103904456		5.5									5.2						5.2										4.8	5.8	6							5.2		5.6				6.2																																																													5.2	5.2	5.1				
103904460				4.9									6																	4.9		4.8	4.6	4.7					4.7	4.8				4.7	4.7	4.7	4.7																		4.7	4.6										4.8		4.8						4.7												4.7													
103904467				5.1		5.6		6.7		5.6			5.7			5.1	5.6	5					5.5	5.4		5	5.6	5.3		5.3		6.3	5	5.1				5.4	6.4	5.2		5.5		5.1	6.2	5.1	5.1					5.9			5.4	5					5.1				5.1	5				5	5.1					5.3		5.2	5			5.1		5.5	5.4	5.2	5.1	5						5.4		5.1			5.5							5			
103904481	7.7	8.8	7.2																																											8																	8.4	9.1	7.6																												6.8										5.9	5.9		7.9	6.2		
103904488																																													6.2	5.6																5.9	5.2	8.1																													5.7											5.9			6.2		
103904490													8.1								6											5.4		6.2																					7.7									7.5	7.1					5		6.4																																					
103904491													6.8								6.3											5		6.5																					7.6									7.5	6.7					5.2		6																																					
103904492													6								7.1											5.3		5.2																					6.8									7.2	6.5					5.4																																							
103904493	6.7		7										5.9								7											5.3		6.3																					7.1									7.9	6.2					6.4		6.9																																					
103904494													6.2								6.6											5.8		5.9																					6.9									7.8	6					6.2																																							
103904495													5.2								6.1											5.5		5.5																					6.6									7.9	5.5					6.8																																							
103904496													6.2								6.6											5.8		6.8																					7.3									8.6	6.9					6.6																																							
103904497													5.6								7.1											6.1		6.1																					7.7									7.5	6.3					5																																							
103904498													6.4								6.9											5.3		6.2																					7									7.9	6.3					5.5																																							
103904499													7.6								7.1													6.2																					7.7									9.4	6.9					5																																							
103904532													7.9								6.8											6.6		8.4																														8.6	8.4					5		6.8																																					
103904536													7.8								5.8											6.3		6																					7.2									8	6.4					5																																							
103904537													7.7								7.4											6.6		5.4																					7.2									8.1	7					6.2		6.7																																					
103904538													8								6.1											5.5		7.5																														9.2	7.2					5		7.4																																					
103904539													8.3								7.1											6.3		5.1																					5.1									8.4	6.6					5																																							
103904541																					7											6.4		5.1																					6.9									7.3	8.3					5.4																																							
103904551																																																																																																													
103904568										4.1			4.2	4		4.1			4.1	4					4.1		4.2	4	4.1					4.3								4.2																																																																			
103904569	5.6		6																																																													6.9																																													
103904570													6.4								5.9											5		5.9																					6.5									8.1	6					5.6																																							
103904571													5.8								5.4											5		5.1																					5.3									7	5.1					5		5.2																																					
103904572													6.1								5.7											5.1		5.1																					5.3									6.8	5.5					5		5																																					
103904573													8.6								7											7.6		5.4																					5.1									8.3	6.8					5.2																																							
103904584			4.2			4		4.1			4.7					4																		4.3	4					4.2																																																																					
103904585			4.2			4		4.1								4												4.6						4.3	4					4.2																																																																					
103904587																																																																																																5.8													
103904589																																																																																													5.8																
103904606																																																																																																							6						
103904607																																																																																																							5.8						
103904608																																																																																																							5.9						
103904609																																																																																																							5.5						
103904611				4.7																										4.9		4.8	4.6	4.7					5.5	7				4.7	4.7	4.7	5			5.8	5.9														5.3	5.1										4.9		4.8						5.3	5.1											5.4			5.9										
103904613	8.3		7.4																		7.6											5.6		6.7																					6.3									8.3						7.4																																							
103904618													8.5								6.7											6.8		5.1						7.8															5.1										6.4					5.4		6.6																																					
103904619													5.9								6.2											5.7		5.1																					5.1									7.5	5.1					5		5																																					
103904620																																															5.6																															5																															
103904621													5.2								5											5.7		5.1																					5.1									7.5	5.1					5		5																																					
103904622																																								7.7																								9.9																																													
103904623																																								8.3																																																																					
103904624																																								8.2																																																																					
103904625																																																																																																							5.6						
103904626																																																																																																							7.2						
103904627																																								8.6																								9.9																																							7.2						
103904628																																																																5.4																																							6.5						
103904629																																																																																																				8.1			6.3						
103904630																																																																5.4																																													
103904631																																																																7.3																																													
103904632																																																																7																																				5.5									
103904633																																								7.5																																																																					
103904635									5.5																																																																																																				
103904653																5.4																								6.7																																																																					
103904654																6.2																								7.3																																																																					
103904660																					5.1																									5.1						5.9																		5			5.3										5																										
103904668																																																																6.7																																				5.5									
103904669																																																																7.3																																				5.5									
103904670																																																																6.9																																				5.5									
103904671		5.6		5.5						5.5	5.3		5.5					6	5.5	5.8		5.6			5.5	5.5	5.6	5.5	5.5	5.4	5.8	5.3		6	5.7		5.7	6		5.8		5.6																																																													5.5					5.5	
103904674																		5.6														5.3																																																																													
103904675				5.1				5.2					5.2			5.1	5.6	5					5.5	5.4		5		5.3		5.3		5.2		5.1				5	5.1	5.2		5.5		5.1	5.1	5.1	5.1								5.1	5					5.1				5.1					5	5.1					5.2		5.2	5			5.1		5.5	5.4	5.2	6.6	5						5.4		5.1										5			
103904679												4.3																									4																																																																								
103904680																																																																6.6																																							5.3						
103904693																					5.7											5.6																																								5.7		5.4		5.6		5.5																															
103904695										5.9								5														5.7																								5														5		5.6							5				5																										
103904696																5.7																								6.3																																																																					
103904697																																5.3																																																																													
103904698																5.7																								5.7																																																															5.5						
103904699																5.3																								6.1																																																																					
103904700																5.3																								5.9																																																																					
103904701																6.1																								6.1																																																																					
103904710			4.2			4.4		4.4								4.3					4.5											4.3		4.5	4			4.3		4.5				4.3	4.3	4.3	4.4													5.8																																											4.3			5.3	4.7		4
103904714				5.1		5.6		5.2		5.6			5.8			5.1	5.6	5					5.6	5.4		5	5.6	5.3		5.3		5	5	5.1				5	5.1	5.7		5.5		5.1	5.1	5.1	5.1								5.1	5					5.2				5.6	5.5				5	5.1					5.2	5.3	5.2	5			6.3		5.1	5.4	5.2	5.1	5						5.4		5.1			5.5							5.7			
103904715																																																																	5.7					5.6																			5.3																	5.3			
103904716																																																																	5.2					5.4																																							
103904718													6.2								6.1											5		5.1																					5.5									6.9	6.3					5.7		6.5																																					
103904719													6.8								6.1											5		6																					6.9									8.4	6.4					5.8																																							
103904720													6.6								6.1											5		6.1																					6.2									7.7	6.3					6		6.7																																					
103904722				7.6										5.9				5					5.6			5				5.3		5						5		5.4					5.1	5.1	6			5.7															5.3	5				5.9						5.7			5			5.1						5								5.1										5	6.2		
103904726																5.4																								5.9																																																																					
103904728																7.1																								5.7																																																																					
103904730																																5.7																																														5.8																															
103904732																																																																																																				6.8			6						
103904733				5.1				5.2					5.2			5.1		5								5						5	5	5.8				6.1	5.1	5.2				5.1	5.1	5.1	5.1								6.2	5					5.1				5.1	5				5	5.1					5.2		5.2	5			5.1				5.2	5.1	5								5.1										5			
103904734																																																																6.4																																													
103904747				5.1						6.1						5.5		5								5						5	5					5						5.1																	5.1					5				5	5.1								5									5																		5			
103904748																8.5																								6.3																																																																					
103904755													6.4								6.5											5.6		6.4																					7.2									7.9	6.7					7.1																																							
103904756													5.3																																																									5								5.5																															
103904790																																								8.4																																																																					
103904791																																								7.4																																																																					
103904792																																								6.9																																																																					
103904799													6.9								5.9											5.6		5.3																					5.5									7.8	5.1					5																																							
103904800													6.5								5											5.5		5.1																					5.7									8.3	5.1					5																																							
103904802																				4.1				4			4.5								4.3				4.3																																																																					4.8	
103904803																7.9																								6.7																																																																					
103904804																					6																																																																																								
103904805																																		5.4						4.8																																																																					
103904808																																																																5.7																																				6									
103904822																6.5																								7.1																																																																					
103904823																																								5.7																																																																					
103904829		5.7																				6.2																																																																																				5.8			
103904833		5.6										5.5										6.1						5.5			6.2		5.8			5.2	6	5.8																																																																			5.1				
103904834		5.8									5.2						5.2	6.3				6.2										5.2				5.2																																																																			5.2	5.2					
103904841		5.5									5.2						5.2					6.2									6.1					5.2	5.9																																																																		5.2	5.2	5.1				
103904842		6.1																				6.1		5.5							5.9						5.8																																																																				5.1				
103904848															5.3							6.1																																																																																							
103904849																						5.6		5.4																																																																																					
103904850																						6.1		5.7																																																																																					
103904853											5.2						5.2					6.2														5.2																																																																			5.2	5.2	5.1				
103904858						8.8			10.2	9.1	6.1					8.5	6.6																																		9.1																										6																														6.2		
103904866		5.6		5.5														5.6								5.5																																																																																			
103904875																																																																																																													5.9
103904907										5.6																																																																																																			
103904910																					5.3																																																																																								
103904915																					5.8																																																												5																												
103904916																																								5.7																																																															5.5						
103904921				5.1		5.6		5.2		6.1	6.1		5.2		5.8	5.1	6.5	5					5.5	5.4		5	5.6	5.3		5.3		6.8	5	5.1				5	5.1	5.2		5.5	5.8	5.1	5.1	5.1	5.1	5.7		5.7				5.7	5.1	5					5.1				5.1	5				5	5.1					5.2	6.4	5.2	5			5.1		5.1	5.4	5.2	5.1	5						5.4		5.1			5.5							5			
103904922				5.1				5.7					5.2			5.1		5								5				5.3		6.3	5	5.1				5	5.1	5.2				5.1	5.1	5.1	5.1								5.1	5					5.3				5.3	5				5.1	5.1					5.2		6	5.1			5.6		5.1		5.2	5.1	5								5.1										5			
103904923				5.1				5.4					5.2	5.9		5.1		5								5				5.3		6.3	5	5.1				5	5.1	5.2				5.1	5.1	5.1	5.1								5.1	5					5.2				5.2	5				5	5.1					5.2		5.3	5.1			5.1		5.1		5.2	5.1	5.1								5.1										5			
103904928																																																																																																													
103904931																																																																																																													
103904934	5.8					6.2											7.1			5.9														5.9																																																																						5.2	5.4		7.1		
103904941										5.6			5.9							5.5			5.4				5.7		5.5			5.4										5.6																																																													5.3						
103904942								5.9										5						6.1		5						5						5																		5														5.6									5									5																		5			
103904943			4.2			4		4.1								4			4.3															4.3	4					4.2																																																																					
103904944																																																																																				5.7																									
103904945																		5.5																																																																					5.7									5.9													
103904946																					5.1											5.1												5.2					6																					5		5.4							5										5.4	5.1																			
103904949																					5.7																																																																																								
103904959																													6																																									5									5										5.6																				
103904964																5.3																								5.7																																																																					
103904974								6.1																						5.3				6.9													5.1								6.8																5.1			6.2			5.7		5			5.1				5.2	5.1				7.1																		
103904975								6.7					5.2			5.1							5.5	5.4			5.6						5	6.7				7				5.5		5.1			5.1								7.6	5					5.1									5						5.2								5.5				5								5.1			5.5										
103904977	5.5	5.5	6.1			6		5.9		6.2	5.4	5.9	6	5.6	5.5		5.4		5.7	5.7			5.6		5.5		5.6	5.6	5.9	5.4		5.9	5.5	6			5.9		5.6			5.9																																																													5.4		5.7				
103904981													6.2								5.3											6.1		5.1																					5.4									7.7	5.1					5		5																																					
